transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_value,order_size,transaction_year,transaction_month,high_value_transaction
T68596,2021-07-06,C2446,headphones,6.0,525.3792688,paypal,completed,3152.2756128,regular,2021.0,7.0,True
T68603,2020-02-03,C4624,smartphone,411.0,337.8632584,paypal,pending,138861.7992024,bulk,2020.0,2.0,True
T68604,2023-04-12,C4286,smartphone,190.0,525.3792688,credit card,pending,99822.061072,bulk,2023.0,4.0,True
T68608,2022-08-07,C590,headphon,5.0,175.709124,pay pal,complete,878.54562,regular,2022.0,8.0,False
T68613,2023-10-01,C4513,smartphone,4.0,525.3792688,credit card,unknown,2101.5170752,regular,2023.0,10.0,True
T68615,2021-02-05,C4331,tablet,9.0,973.3455379,cash,pending,8760.1098411,regular,2021.0,2.0,True
T68618,2023-11-08,C2328,tablet,8.0,525.3792688,paypal,failed,4203.0341504,regular,2023.0,11.0,True
T68627,2020-12-12,C698,laptop,2.0,525.3792688,creditcard,failed,1050.7585376,regular,2020.0,12.0,False
T68633,2024-07-04,C4008,laptop,145.0,560.6170217,credit card,failed,81289.4681465,bulk,2024.0,7.0,True
T68636,2020-11-03,C2635,coffee machine,565.0,525.3792688,pay pal,completed,296839.28687199997,bulk,2020.0,11.0,True
T68643,2024-12-09,C3019,laptop,232.0,525.3792688,pay pal,unknown,121887.9903616,bulk,2024.0,12.0,True
T68644,2024-11-07,unknown,smartphone,236.0,644.0506582,creditcard,completed,151995.9553352,bulk,2024.0,11.0,True
T68645,2023-07-12,C1649,smartphone,3.0,525.3792688,paypal,complete,1576.1378064,regular,2023.0,7.0,False
T68658,2024-10-02,unknown,laptop,2.0,572.4913919,credit card,failed,1144.9827838,regular,2024.0,10.0,False
T68659,2022-02-06,C1672,smartphone,207.0,983.3491924,creditcard,unknown,203553.2828268,bulk,2022.0,2.0,True
T68662,2020-02-06,C4277,tablet,5.0,525.3792688,cash,pending,2626.8963439999998,regular,2020.0,2.0,True
T68671,2023-06-08,C1706,headphones,382.0,181.4456058,paypal,completed,69312.2214156,bulk,2023.0,6.0,True
T68672,2022-05-02,C2248,coffee machine,4.0,599.948916,paypal,pending,2399.795664,regular,2022.0,5.0,True
T68674,2023-11-08,C298,laptop,6.0,525.3792688,paypal,pending,3152.2756128,regular,2023.0,11.0,True
T68686,2023-10-01,C3608,lapt,6.0,610.31,paypal,failed,3661.8599999999997,regular,2023.0,10.0,True
T68687,2021-03-05,C2032,headphones,3.0,746.8670646,cash,completed,2240.6011938,regular,2021.0,3.0,True
T68688,2022-02-11,C1595,headphones,1.0,172.3338342,cash,completed,172.3338342,regular,2022.0,2.0,False
T68693,2022-07-06,unknown,headphones,854.0,725.7167659,pay pal,completed,619762.1180786,bulk,2022.0,7.0,True
T68701,2021-10-02,C4545,coffee machine,1.0,536.9775177,paypal,unknown,536.9775177,regular,2021.0,10.0,False
T68718,2023-01-04,C885,headphones,818.0,525.3792688,credit card,completed,429760.2418784,bulk,2023.0,1.0,True
T68737,2021-10-12,unknown,l,6.0,462.9113634,creditcard,completed,2777.4681804,regular,2021.0,10.0,True
T68741,2024-12-01,C537,coffee machine,523.0,525.3792688,pay pal,complete,274773.35758239997,bulk,2024.0,12.0,True
T68743,2020-07-06,C3775,tablet,7.0,961.9375348,credit card,pending,6733.5627435999995,regular,2020.0,7.0,True
T68758,2023-06-01,C4216,coffee machine,168.0,791.3128335,credit card,complete,132940.556028,bulk,2023.0,6.0,True
T68759,2023-10-05,C4182,tablet,665.0,525.3792688,credit card,completed,349377.213752,bulk,2023.0,10.0,True
T68770,2021-02-10,unknown,headphones,8.0,525.3792688,credit card,unknown,4203.0341504,regular,2021.0,2.0,True
T68792,2021-02-10,C4621,headphones,10.0,885.8984773,credit card,failed,8858.984773,regular,2021.0,2.0,True
T68803,2021-11-09,C986,laptop,6.0,525.3792688,pay pal,complete,3152.2756128,regular,2021.0,11.0,True
T68810,2020-12-03,C3326,tabl,4.0,901.5110307,credit card,completed,3606.0441228,regular,2020.0,12.0,True
T68814,2022-09-01,C1457,laptop,127.0,826.8303861,creditcard,complete,105007.4590347,bulk,2022.0,9.0,True
T68833,2023-10-04,C798,smartphone,5.0,525.3792688,credit card,failed,2626.8963439999998,regular,2023.0,10.0,True
T68835,2022-05-07,C397,smartph,636.0,919.5787623,credit card,unknown,584852.0928228,bulk,2022.0,5.0,True
T68843,2022-09-08,C3681,coffee machine,2.0,725.9,creditcard,completed,1451.8,regular,2022.0,9.0,False
T68850,2023-02-06,C3039,coffee machine,9.0,525.3792688,cash,pending,4728.4134192,regular,2023.0,2.0,True
T68851,2025-11-01,C421,headphones,8.0,606.2410706,creditcard,completed,4849.9285648,regular,2025.0,11.0,True
T68858,2024-07-06,C1440,laptop,5.0,70.38510364,credit card,completed,351.9255182,regular,2024.0,7.0,False
T68861,2021-06-04,C2812,headphone,657.0,996.0799527,creditcard,failed,654424.5289239,bulk,2021.0,6.0,True
T68875,2020-02-04,C376,tablet,449.0,962.2994933,paypal,failed,432072.47249169997,bulk,2020.0,2.0,True
T68883,2024-09-05,C4657,headphones,10.0,367.5972257,credit card,completed,3675.9722570000004,regular,2024.0,9.0,True
T68906,2022-01-02,C1998,tablet,5.0,525.3792688,cash,failed,2626.8963439999998,regular,2022.0,1.0,True
T68909,2024-04-06,C2194,smartphone,2.0,573.7574992,cash,pending,1147.5149984,regular,2024.0,4.0,False
T68918,2021-07-09,C4041,headphones,695.0,525.3792688,creditcard,complete,365138.591816,bulk,2021.0,7.0,True
T68925,2023-09-04,C3149,tablet,6.0,231.7151178,paypal,completed,1390.2907068,regular,2023.0,9.0,False
T68928,2022-02-04,C988,headphones,1.0,387.51,paypal,failed,387.51,regular,2022.0,2.0,False
T68946,2024-10-11,C1848,tablet,654.0,525.3792688,paypal,completed,343598.04179519997,bulk,2024.0,10.0,True
T68959,2022-08-11,C4552,laptop,10.0,382.7508415,pay pal,complete,3827.508415,regular,2022.0,8.0,True
T84833,2024-03-03,C841,smartphone,8.0,339.4223975,paypal,completed,2715.37918,regular,2024.0,3.0,True
T68970,2023-02-02,C1014,coffee machine,2.0,487.9934916,paypal,completed,975.9869832,regular,2023.0,2.0,False
T68979,2023-02-06,C4529,coffee machine,9.0,979.73,paypal,completed,8817.57,regular,2023.0,2.0,True
T68980,2024-05-07,C2024,tablet,8.0,525.3792688,paypal,failed,4203.0341504,regular,2024.0,5.0,True
T68989,2021-12-09,C460,laptop,10.0,958.3647293,credit card,completed,9583.647293,regular,2021.0,12.0,True
T68998,2022-01-11,C4552,headphones,428.0,972.3862283,credit card,failed,416181.3057124,bulk,2022.0,1.0,True
T69013,2022-03-02,C3770,smartphone,6.0,668.225554,paypal,completed,4009.3533239999997,regular,2022.0,3.0,True
T69016,2023-02-08,C4892,headphones,421.0,629.8772182,cash,pending,265178.3088622,bulk,2023.0,2.0,True
T69027,2020-08-02,C1490,headphones,1.0,525.3792688,credit card,completed,525.3792688,regular,2020.0,8.0,False
T69051,2020-04-03,C3853,coffee machine,9.0,837.8054014,paypal,complete,7540.2486126,regular,2020.0,4.0,True
T69076,2022-06-06,C366,headphon,432.0,525.3792688,credit card,complete,226963.84412159998,bulk,2022.0,6.0,True
T69077,2024-05-12,unknown,tablet,959.0,525.3792688,credit card,completed,503838.7187792,bulk,2024.0,5.0,True
T69078,2021-10-02,C4372,laptop,372.0,929.4445864,credit card,completed,345753.3861408,bulk,2021.0,10.0,True
T69084,2020-09-08,C3881,tablet,3.0,525.3792688,credit card,complete,1576.1378064,regular,2020.0,9.0,False
T69088,2022-11-12,C1064,coffee machine,3.0,525.3792688,paypal,failed,1576.1378064,regular,2022.0,11.0,False
T69089,2022-09-07,C4432,laptop,6.0,525.3792688,credit card,pending,3152.2756128,regular,2022.0,9.0,True
T69095,2023-12-11,C2680,coffee machine,7.0,332.8122675,paypal,failed,2329.6858725,regular,2023.0,12.0,True
T69100,2021-01-08,C3972,smartphone,135.0,787.4838922,credit card,completed,106310.325447,bulk,2021.0,1.0,True
T69102,2024-06-03,C2713,tablet,1.0,352.5665987,paypal,complete,352.5665987,regular,2024.0,6.0,False
T69129,2023-07-08,C3898,laptop,8.0,525.3792688,paypal,unknown,4203.0341504,regular,2023.0,7.0,True
T69134,2022-03-05,C2038,tablet,1.0,240.403584,credit card,failed,240.403584,regular,2022.0,3.0,False
T69142,2024-07-02,C2152,laptop,433.0,525.3792688,paypal,unknown,227489.2233904,bulk,2024.0,7.0,True
T69153,2021-11-08,C3573,s,6.0,525.3792688,credit card,pending,3152.2756128,regular,2021.0,11.0,True
T69159,2020-09-05,C1442,coffe,2.0,525.3792688,paypal,failed,1050.7585376,regular,2020.0,9.0,False
T69163,2020-06-10,C2945,headphones,3.0,851.3123807,paypal,pending,2553.9371420999996,regular,2020.0,6.0,True
T69165,2023-04-08,C4627,tablet,2.0,743.9278714,creditcard,complete,1487.8557428,regular,2023.0,4.0,False
T69178,2023-04-06,C3757,coffee machine,4.0,456.6474412,pay pal,pending,1826.5897648,regular,2023.0,4.0,False
T69180,2023-12-12,C4190,tablet,899.0,525.3792688,credit card,completed,472315.96265119995,bulk,2023.0,12.0,True
T69195,2024-10-01,C786,coffee machine,834.0,642.237491,creditcard,completed,535626.067494,bulk,2024.0,10.0,True
T69199,2020-12-05,C4653,coffee machine,710.0,897.3196814,credit card,completed,637096.973794,bulk,2020.0,12.0,True
T69204,2024-01-08,C147,laptop,268.0,525.3792688,credit card,unknown,140801.6440384,bulk,2024.0,1.0,True
T69217,2021-01-04,C597,smartphone,6.0,525.3792688,paypal,failed,3152.2756128,regular,2021.0,1.0,True
T69224,2024-10-11,C2702,tablet,10.0,525.3792688,creditcard,completed,5253.7926879999995,regular,2024.0,10.0,True
T69226,2020-11-01,C3970,coffee machin,1.0,686.4805024,creditcard,pending,686.4805024,regular,2020.0,11.0,False
T69238,2025-07-01,C3062,coffee machine,929.0,525.3792688,credit card,completed,488077.3407152,bulk,2025.0,7.0,True
T69246,2023-05-07,C2561,tablet,214.0,525.3792688,cash,unknown,112431.1635232,bulk,2023.0,5.0,True
T69247,2021-01-01,C979,smartphone,1.0,130.9322595,credit card,unknown,130.9322595,regular,2021.0,1.0,False
T69259,2021-09-01,C2723,laptop,8.0,525.3792688,credit card,failed,4203.0341504,regular,2021.0,9.0,True
T69261,2023-03-10,C2316,smartphone,3.0,525.3792688,creditcard,pending,1576.1378064,regular,2023.0,3.0,False
T69274,2023-05-05,C4064,tablet,9.0,961.4998686,credit card,failed,8653.498817400001,regular,2023.0,5.0,True
T69277,2022-05-09,C1051,headphones,973.0,189.0835959,credit card,pending,183978.3388107,bulk,2022.0,5.0,True
T69281,2022-10-12,C213,tablet,588.0,884.2649582,creditcard,complete,519947.7954216,bulk,2022.0,10.0,True
T69294,2024-07-01,C226,smartphone,7.0,564.5063864,paypal,completed,3951.5447048,regular,2024.0,7.0,True
T69295,2024-04-11,C1491,smartphone,3.0,794.6929245,pay pal,complete,2384.0787735,regular,2024.0,4.0,True
T69317,2020-08-09,C3227,smartphone,7.0,525.3792688,credit card,complete,3677.6548816,regular,2020.0,8.0,True
T69331,2021-03-09,C474,table,9.0,94.68860007,cash,failed,852.1974006300001,regular,2021.0,3.0,False
T69341,2020-01-11,C1050,tablet,8.0,686.6777142,paypal,unknown,5493.4217136,regular,2020.0,1.0,True
T69347,2020-03-07,C125,coffee machine,7.0,525.3792688,credit card,unknown,3677.6548816,regular,2020.0,3.0,True
T69352,2024-03-03,C1352,smartphone,7.0,361.19,creditcard,completed,2528.33,regular,2024.0,3.0,True
T69353,2020-06-02,C2512,laptop,327.0,525.3792688,credit card,complete,171799.02089759998,bulk,2020.0,6.0,True
T69354,2022-01-01,C805,headphones,9.0,403.3133504,paypal,unknown,3629.8201535999997,regular,2022.0,1.0,True
T69374,2020-09-09,C856,laptop,926.0,525.3792688,paypal,completed,486501.2029088,bulk,2020.0,9.0,True
T69376,2024-01-12,C1952,tabl,3.0,332.0116414,credit card,completed,996.0349242,regular,2024.0,1.0,False
T69412,2024-08-03,C580,tablet,6.0,286.798005,creditcard,unknown,1720.78803,regular,2024.0,8.0,False
T69414,2021-03-06,C2003,headphones,4.0,984.6840099,creditcard,unknown,3938.7360396,regular,2021.0,3.0,True
T69430,2024-03-08,C374,coffee machine,981.0,525.3792688,paypal,completed,515397.06269279995,bulk,2024.0,3.0,True
T69431,2024-08-05,C2193,smartphone,2.0,525.3792688,cash,complete,1050.7585376,regular,2024.0,8.0,False
T69478,2023-10-06,C3275,tablet,2.0,819.5046182,pay pal,pending,1639.0092364,regular,2023.0,10.0,False
T69483,2021-03-12,C3596,coffee machine,8.0,260.2298471,credit card,completed,2081.8387768,regular,2021.0,3.0,True
T69491,2024-03-08,C4888,tablet,6.0,525.3792688,paypal,complete,3152.2756128,regular,2024.0,3.0,True
T69493,2021-12-02,C4618,coffee machine,3.0,821.2084837,creditcard,unknown,2463.6254510999997,regular,2021.0,12.0,True
T69500,2021-12-06,C490,lapt,9.0,525.3792688,creditcard,completed,4728.4134192,regular,2021.0,12.0,True
T69507,2023-07-04,C2216,tab,1.0,525.3792688,pay pal,complete,525.3792688,regular,2023.0,7.0,False
T69509,2023-10-02,C1214,coffee machine,4.0,218.6728538,pay pal,unknown,874.6914152,regular,2023.0,10.0,False
T69511,2023-08-03,C1117,coffee machine,7.0,104.4203405,paypal,completed,730.9423835,regular,2023.0,8.0,False
T69541,2020-04-09,C4116,l,1.0,484.8705061,paypal,failed,484.8705061,regular,2020.0,4.0,False
T69561,2023-06-12,C3613,coffee machine,650.0,926.7725815,credit card,failed,602402.177975,bulk,2023.0,6.0,True
T69580,2021-10-10,C3374,headphones,9.0,397.2940901,credit card,failed,3575.6468109,regular,2021.0,10.0,True
T69583,2024-04-01,C2358,headp,5.0,525.3792688,pay pal,pending,2626.8963439999998,regular,2024.0,4.0,True
T69587,2023-11-09,C1107,smartphone,7.0,527.6298509,credit card,failed,3693.4089562999998,regular,2023.0,11.0,True
T69594,2024-10-10,C1822,smartphone,1.0,525.3792688,cash,completed,525.3792688,regular,2024.0,10.0,False
T69603,2024-09-07,C2683,tablet,232.0,415.4978923,credit card,completed,96395.5110136,bulk,2024.0,9.0,True
T69609,2023-07-09,C4638,tablet,442.0,906.6761496,cash,failed,400750.8581232,bulk,2023.0,7.0,True
T69629,2021-04-03,C4277,tablet,3.0,709.2326545,credit card,unknown,2127.6979635,regular,2021.0,4.0,True
T69639,2021-07-01,C4342,coffee mac,9.0,743.2976948,paypal,completed,6689.6792532,regular,2021.0,7.0,True
T69676,2021-07-10,C733,laptop,1.0,525.3792688,pay pal,complete,525.3792688,regular,2021.0,7.0,False
T69697,2020-09-05,C4326,coffee machi,449.0,258.3270417,creditcard,completed,115988.8417233,bulk,2020.0,9.0,True
T69708,2020-07-04,C2731,coffee machine,3.0,525.3792688,credit card,completed,1576.1378064,regular,2020.0,7.0,False
T69710,2024-08-04,C293,headphones,7.0,817.5587956,creditcard,pending,5722.9115692000005,regular,2024.0,8.0,True
T69718,2020-03-06,C2351,smartphone,487.0,915.94,credit card,complete,446062.78,bulk,2020.0,3.0,True
T69719,2022-06-02,C1443,headphones,359.0,545.1698088,pay pal,failed,195715.9613592,bulk,2022.0,6.0,True
T69728,2021-12-12,unknown,laptop,804.0,952.0224479,cash,completed,765426.0481116,bulk,2021.0,12.0,True
T69755,2024-04-02,C2562,laptop,9.0,873.9272159,creditcard,complete,7865.3449431,regular,2024.0,4.0,True
T69764,2024-01-08,C3772,tablet,6.0,199.6897308,pay pal,failed,1198.1383848,regular,2024.0,1.0,False
T69766,2023-04-06,C1094,coffee machine,10.0,424.4481915,credit card,pending,4244.481915,regular,2023.0,4.0,True
T69779,2023-02-11,C1333,laptop,3.0,85.84800967,credit card,completed,257.54402901,regular,2023.0,2.0,False
T69782,2022-12-02,C4794,laptop,5.0,525.3792688,paypal,complete,2626.8963439999998,regular,2022.0,12.0,True
T69791,2024-12-11,C4079,laptop,4.0,161.1399157,pay pal,completed,644.5596628,regular,2024.0,12.0,False
T69796,2022-07-01,C1430,coffee machine,6.0,138.7591659,creditcard,completed,832.5549954,regular,2022.0,7.0,False
T69798,2023-01-05,C546,tablet,9.0,525.3792688,cash,failed,4728.4134192,regular,2023.0,1.0,True
T69800,2023-07-08,C4798,laptop,7.0,246.9956846,paypal,failed,1728.9697922,regular,2023.0,7.0,False
T69809,2022-05-03,C389,headphones,974.0,603.9118173,pay pal,completed,588210.1100502,bulk,2022.0,5.0,True
T69812,2021-01-02,C3490,laptop,4.0,195.4709766,paypal,completed,781.8839064,regular,2021.0,1.0,False
T69821,2022-09-07,C871,tablet,7.0,525.3792688,paypal,failed,3677.6548816,regular,2022.0,9.0,True
T69823,2021-02-04,C3605,coffee machine,1.0,523.0207134,paypal,pending,523.0207134,regular,2021.0,2.0,False
T69826,2024-06-11,C2951,smartphone,854.0,384.8416039,paypal,completed,328654.72973059997,bulk,2024.0,6.0,True
T69832,2024-10-04,C3093,headphones,929.0,284.5760144,pay pal,completed,264371.1173776,bulk,2024.0,10.0,True
T69835,2025-05-01,C4198,smartph,855.0,380.453862,credit card,completed,325288.05201,bulk,2025.0,5.0,True
T69857,2021-05-07,C508,laptop,4.0,852.1208302,creditcard,complete,3408.4833208,regular,2021.0,5.0,True
T69875,2023-08-02,C3179,headphones,3.0,524.6187817,credit card,failed,1573.8563451,regular,2023.0,8.0,False
T69879,2021-12-03,C2596,laptop,567.0,119.1862004,cash,completed,67578.5756268,bulk,2021.0,12.0,True
T69883,2020-05-01,C3874,smartphone,870.0,525.3792688,paypal,completed,457079.963856,bulk,2020.0,5.0,True
T69889,2023-01-04,C342,headphones,4.0,525.3792688,cash,pending,2101.5170752,regular,2023.0,1.0,True
T69898,2023-01-11,C2371,s,183.0,976.4211244,pay pal,completed,178685.0657652,bulk,2023.0,1.0,True
T69920,2022-01-01,C017,smartphone,7.0,454.1990257,paypal,completed,3179.3931799,regular,2022.0,1.0,True
T69923,2020-11-01,C1058,smar,9.0,160.4929369,credit card,failed,1444.4364320999998,regular,2020.0,11.0,False
T69930,2024-03-08,C3559,tablet,5.0,525.3792688,credit card,pending,2626.8963439999998,regular,2024.0,3.0,True
T69931,2024-01-07,C1579,smartphone,983.0,407.8320978,cash,completed,400898.9521374,bulk,2024.0,1.0,True
T69934,2020-02-01,C086,smartphone,4.0,525.3792688,creditcard,failed,2101.5170752,regular,2020.0,2.0,True
T69937,2023-06-02,C4536,smartphone,350.0,556.3396931,paypal,completed,194718.892585,bulk,2023.0,6.0,True
T69938,2020-09-11,C4365,smartphone,713.0,525.3792688,credit card,unknown,374595.4186544,bulk,2020.0,9.0,True
T69939,2023-09-11,C657,smartphone,4.0,216.19,paypal,pending,864.76,regular,2023.0,9.0,False
T69945,2024-11-08,unknown,headphones,818.0,319.884412,credit card,failed,261665.449016,bulk,2024.0,11.0,True
T69977,2022-07-11,C3934,headp,303.0,525.3792688,creditcard,completed,159189.9184464,bulk,2022.0,7.0,True
T69979,2024-12-02,C1642,coffee machine,751.0,155.6867747,cash,completed,116920.7677997,bulk,2024.0,12.0,True
T69981,2022-02-12,C4522,tablet,809.0,416.3446509,creditcard,completed,336822.82257809996,bulk,2022.0,2.0,True
T69985,2023-11-04,C3101,tablet,989.0,160.8956312,credit card,complete,159125.7792568,bulk,2023.0,11.0,True
T69989,2022-03-06,C1116,laptop,236.0,525.3792688,credit card,completed,123989.50743679999,bulk,2022.0,3.0,True
T69991,2021-08-09,C942,coffee machine,10.0,242.7650714,paypal,pending,2427.6507140000003,regular,2021.0,8.0,True
T69994,2021-02-02,C3623,laptop,6.0,525.3792688,cash,complete,3152.2756128,regular,2021.0,2.0,True
T69996,2024-11-04,C4639,smartphone,6.0,525.3792688,paypal,complete,3152.2756128,regular,2024.0,11.0,True
T70016,2025-09-01,C3975,tablet,5.0,525.3792688,credit card,completed,2626.8963439999998,regular,2025.0,9.0,True
T70029,2024-10-12,C1711,laptop,4.0,525.3792688,credit card,completed,2101.5170752,regular,2024.0,10.0,True
T70039,2024-10-09,C2824,headphones,839.0,525.3792688,creditcard,pending,440793.2065232,bulk,2024.0,10.0,True
T70040,2024-12-09,C459,coffee machine,6.0,525.3792688,credit card,pending,3152.2756128,regular,2024.0,12.0,True
T70056,2020-03-07,C3571,smartphone,6.0,525.3792688,paypal,unknown,3152.2756128,regular,2020.0,3.0,True
T70080,2020-08-08,C1569,laptop,6.0,579.8664495,pay pal,completed,3479.1986970000003,regular,2020.0,8.0,True
T70093,2020-12-06,C4588,headphones,7.0,211.7229466,creditcard,completed,1482.0606262000001,regular,2020.0,12.0,False
T70095,2020-08-07,C1949,laptop,621.0,911.8909688,paypal,pending,566284.2916248,bulk,2020.0,8.0,True
T70105,2023-04-09,C1256,headphones,7.0,525.3792688,credit card,completed,3677.6548816,regular,2023.0,4.0,True
T70114,2023-03-06,C2981,tablet,1.0,525.3792688,pay pal,pending,525.3792688,regular,2023.0,3.0,False
T70122,2023-12-03,C4441,headphones,7.0,615.57,cash,unknown,4308.990000000001,regular,2023.0,12.0,True
T70125,2020-05-03,C4146,headp,5.0,525.3792688,pay pal,completed,2626.8963439999998,regular,2020.0,5.0,True
T70127,2023-03-07,C3569,coffee machine,8.0,901.5811294,credit card,complete,7212.6490352,regular,2023.0,3.0,True
T70128,2022-03-08,C448,smartphone,2.0,501.7594647,credit card,completed,1003.5189294,regular,2022.0,3.0,False
T70140,2021-08-05,C1659,smartphone,10.0,335.2268,credit card,pending,3352.268,regular,2021.0,8.0,True
T70144,2021-05-11,C4812,tablet,10.0,776.4946371,credit card,pending,7764.946371,regular,2021.0,5.0,True
T70146,2024-11-10,C270,tablet,8.0,804.0178567,paypal,complete,6432.1428536,regular,2024.0,11.0,True
T70161,2025-09-01,unknown,tablet,4.0,624.3504526,pay pal,pending,2497.4018104,regular,2025.0,9.0,True
T70163,2021-12-01,C1796,smartphone,500.0,59.67174791,creditcard,completed,29835.873955,bulk,2021.0,12.0,True
T70171,2024-07-05,C4318,he,167.0,865.71,creditcard,completed,144573.57,bulk,2024.0,7.0,True
T70181,2022-02-02,C577,smartphone,8.0,587.1218109,credit card,failed,4696.9744872,regular,2022.0,2.0,True
T70186,2024-04-12,C4801,headphones,480.0,525.3792688,credit card,pending,252182.04902399998,bulk,2024.0,4.0,True
T70201,2021-01-09,C2438,coffee machine,8.0,525.3792688,creditcard,pending,4203.0341504,regular,2021.0,1.0,True
T70219,2024-11-01,C1266,headphones,468.0,247.6497608,pay pal,unknown,115900.0880544,bulk,2024.0,11.0,True
T70221,2022-09-07,C3018,tablet,694.0,710.4046657,pay pal,unknown,493020.8379958,bulk,2022.0,9.0,True
T70245,2020-07-12,C3588,coffee machine,5.0,832.5278757,paypal,failed,4162.6393785,regular,2020.0,7.0,True
T70253,2023-01-08,C2087,laptop,1.0,796.3689619,paypal,completed,796.3689619,regular,2023.0,1.0,False
T70271,2024-04-07,C2421,laptop,3.0,525.3792688,paypal,completed,1576.1378064,regular,2024.0,4.0,False
T70273,2021-06-08,C190,tabl,107.0,423.786729,paypal,pending,45345.180003,bulk,2021.0,6.0,True
T70302,2020-09-02,C2188,laptop,5.0,209.6113081,credit card,complete,1048.0565405,regular,2020.0,9.0,False
T70309,2023-06-06,C2244,coffee machine,3.0,796.5473232,pay pal,completed,2389.6419696000003,regular,2023.0,6.0,True
T70312,2020-08-12,C1393,coffee machine,1.0,855.8651872,paypal,complete,855.8651872,regular,2020.0,8.0,False
T70319,2023-09-05,C2233,coffee mac,580.0,525.3792688,paypal,pending,304719.975904,bulk,2023.0,9.0,True
T70321,2021-11-02,C1278,laptop,4.0,767.1769509,pay pal,completed,3068.7078036,regular,2021.0,11.0,True
T70325,2024-05-06,C3108,table,7.0,83.97668511,paypal,failed,587.83679577,regular,2024.0,5.0,False
T70327,2021-08-12,C3830,smartphone,4.0,286.6989559,cash,completed,1146.7958236,regular,2021.0,8.0,False
T70328,2020-08-03,C3038,laptop,3.0,492.0705471,creditcard,failed,1476.2116412999999,regular,2020.0,8.0,False
T70333,2023-09-01,C2339,headphones,2.0,571.5243614,creditcard,failed,1143.0487228,regular,2023.0,9.0,False
T70353,2021-05-06,C3206,headphones,2.0,525.3792688,credit card,unknown,1050.7585376,regular,2021.0,5.0,False
T70354,2023-10-05,C4295,headphones,4.0,525.3792688,paypal,unknown,2101.5170752,regular,2023.0,10.0,True
T70361,2020-08-12,C3447,laptop,717.0,415.1907195,pay pal,completed,297691.7458815,bulk,2020.0,8.0,True
T70362,2020-03-03,C347,coffee machine,377.0,525.3792688,pay pal,failed,198067.98433759998,bulk,2020.0,3.0,True
T70363,2021-07-01,C4200,headphones,6.0,349.6,paypal,completed,2097.6000000000004,regular,2021.0,7.0,True
T70370,2022-10-01,C984,laptop,322.0,525.3792688,pay pal,failed,169172.1245536,bulk,2022.0,10.0,True
T70378,2023-01-11,C4365,smartphone,4.0,139.871018,paypal,completed,559.484072,regular,2023.0,1.0,False
T70385,2024-02-10,C3597,smartphone,5.0,869.2225623,pay pal,unknown,4346.1128115,regular,2024.0,2.0,True
T70396,2020-07-03,C647,coffee machine,969.0,687.4522459,cash,pending,666141.2262770999,bulk,2020.0,7.0,True
T70414,2023-01-04,C4879,coffee machine,9.0,180.2360974,pay pal,pending,1622.1248766,regular,2023.0,1.0,False
T70434,2024-08-09,C4833,laptop,1.0,857.1659308,credit card,failed,857.1659308,regular,2024.0,8.0,False
T70435,2024-01-01,C3884,headphones,8.0,682.0636916,credit card,complete,5456.5095328,regular,2024.0,1.0,True
T70437,2021-03-04,C1080,laptop,920.0,748.1157953,pay pal,completed,688266.531676,bulk,2021.0,3.0,True
T70466,2023-04-01,C2892,laptop,6.0,525.3792688,cash,complete,3152.2756128,regular,2023.0,4.0,True
T70469,2021-09-08,C865,laptop,531.0,525.3792688,paypal,unknown,278976.3917328,bulk,2021.0,9.0,True
T70474,2020-02-06,C4936,coffee machine,6.0,459.2108784,cash,completed,2755.2652704,regular,2020.0,2.0,True
T70475,2023-09-12,C4898,tablet,10.0,455.2598881,credit card,unknown,4552.598881,regular,2023.0,9.0,True
T70478,2025-10-01,C4147,coffee machine,9.0,525.3792688,paypal,completed,4728.4134192,regular,2025.0,10.0,True
T70479,2020-11-11,C1779,laptop,1.0,525.3792688,credit card,completed,525.3792688,regular,2020.0,11.0,False
T70480,2020-11-03,C349,coffee machine,313.0,525.3792688,creditcard,unknown,164443.7111344,bulk,2020.0,11.0,True
T70496,2020-12-02,C2720,headphones,4.0,525.3792688,creditcard,complete,2101.5170752,regular,2020.0,12.0,True
T70501,2021-07-10,C749,laptop,708.0,675.2864521,pay pal,pending,478102.80808680004,bulk,2021.0,7.0,True
T70510,2023-12-07,C3274,coffee machine,9.0,525.3792688,cash,pending,4728.4134192,regular,2023.0,12.0,True
T70512,2020-12-02,C2014,tablet,5.0,525.3792688,pay pal,completed,2626.8963439999998,regular,2020.0,12.0,True
T70530,2023-11-04,unknown,tablet,220.0,896.6716706,pay pal,pending,197267.767532,bulk,2023.0,11.0,True
T70538,2024-10-06,C1978,laptop,7.0,301.1505683,creditcard,completed,2108.0539780999998,regular,2024.0,10.0,True
T70543,2020-10-06,C3012,smartphone,407.0,525.3792688,credit card,pending,213829.3624016,bulk,2020.0,10.0,True
T70565,2023-03-09,C4106,headphones,9.0,525.3792688,pay pal,completed,4728.4134192,regular,2023.0,3.0,True
T70570,2024-03-02,C4763,laptop,3.0,525.3792688,creditcard,failed,1576.1378064,regular,2024.0,3.0,False
T70575,2023-05-10,C2400,headphones,2.0,257.8283924,pay pal,failed,515.6567848,regular,2023.0,5.0,False
T70590,2021-06-11,C1524,coffee machine,6.0,199.8410177,credit card,completed,1199.0461062,regular,2021.0,6.0,False
